Display Type,LinkedIn Link (map it to Links to get the logo),Startup Name ,Full Address,Description of startup,Website,Stage,# of Employees ,Section,Founded Year,Founded Source,Logo URL,Logo Source,Pitch,Product Category,Target Market,Monetization Model,Founders,Notable Customers,Funding,Open Role Count,Differentiation Claim,Key Metrics,Integrations,Pages Crawled,Hallucination Flags
profile,http://www.linkedin.com/company/getkolla,Kolla,"276 East 12200 South, Draper, UT","Kolla helps emerging and established DSOs get access to, and share their data across all their locations. We unlock your data so you can finally centralize your operations, truly customize your reporting, and take your organization to the next level.",www.getkolla.com,Seed ,2-10,B2B Software,2021,https://html.duckduckgo.com/html/?q=getkolla+founded+year,https://www.getkolla.com/favicon/web-app-manifest-512x512.png,og:image,"Data integration and workflow automation platform helping dental practices and software companies securely aggregate, unify, and share practice management data.",Vertical SaaS for dental practices; data integration and API platform,enterprise,subscription,,,{},,"{""claim"": ""Kolla provides HIPAA-compliant, unified data access across multiple dental PMS platforms with real-time synchronization, enabling DSOs and software companies to aggregate disparate data sources without custom development."", ""sourceQuote"": ""Securely access and share your dental practice data to scale your business and empower innovation. HIPAA Compliant. Real-Time Access. Easy Integration.""}","[{""metric"": ""pricing per location"", ""value"": ""$95/location (Kolla Sync)"", ""sourceQuote"": ""Starting at $95/ Location""}]","[""Dentrix"", ""OpenDental"", ""Eaglesoft"", ""DSN"", ""Dolphin"", ""GoHighLevel""]","[""https://www.getkolla.com"", ""https://www.getkolla.com/pricing""]","[""differentiationClaim""]"
profile,http://www.linkedin.com/company/kradoinc,Krado,"2223 South Highland Drive, Salt Lake City, UT","Krado is an integrative plantcare system rooted real-time data that helps your plants prosper through leaflet, our app, growing plant database, and plant nourishment products - all delivered in a simple, frictionless subscription designed to precisely fit you and your plant’s needs.",www.krado.co,Seed ,2-10,Consumer,2019,https://html.duckduckgo.com/html/?q=%22Krado%22+founded+year+www.krado.co,https://icons.duckduckgo.com/ip3/krado.co.ico,ddg-favicon,,,,,,,,,,,,[],[]
profile,http://www.linkedin.com/company/leash-laboratories,Leash Bio,"48 South Rio Grande Street, Salt Lake City, UT","Every single machine learning (ML)-driven breakthrough, from language translation to Go championships, was immediately preceded not by an algorithmic innovation but by a massive, well-controlled, purpose-built dataset. An ML-driven breakthrough in medicinal chemistry is going to require a similar dataset, but such high-quality, well-structured experimental data doesn’t exist yet. We're building that data set by making physical measurements of lots of targets (with automated in-house protein production) screened against lots of compounds (with DNA-encoded chemical libraries). We're also building the ML models, that will eventually be generalizable across any protein and novel medicines using insights from our models.",www.leash.bio,Seed ,2-10,Bio/Medical Tech,2022,https://html.duckduckgo.com/html/?q=%22Leash+Bio%22+founded+year+www.leash.bio,https://assets-global.website-files.com/655d4882a85df176a60c4034/6572d16e42fe2b41798c61be_flow.gif,og:image,Leash Bio builds proprietary datasets of protein-molecule interactions and trains machine learning models to accelerate drug discovery for pharmaceutical partners and internal oncology programs.,AI-powered drug discovery platform; biotech data & machine learning,enterprise,,"[{""name"": ""Ian Quigley, PhD"", ""title"": ""CEO, Co-founder"", ""priorCompanies"": [""Recursion"", ""Salk""], ""sourceQuote"": ""Data scientist / molecular methods hacker, demonstrated capability to scale... Former lead of Recursion's digital chemistry team""}, {""name"": ""Andrew Blevins"", ""title"": ""CTO, Co-founder"", ""priorCompanies"": [""Recursion""], ""sourceQuote"": ""Laboratory data generation and automation expert with over two decades of experience""}]",,,,"{""claim"": ""Massive proprietary dataset of 30B+ protein-molecule interactions generated through screening millions of compounds against 700+ protein targets, combined with ML-designed molecules; focus on data rather than algorithms as the limiting factor in drug discovery"", ""sourceQuote"": ""All major machine learning problems have been solved by new data, not new algorithms. The data to solve drug discovery doesn't exist yet. We're closing the data gap to find the next blockbuster drugs... We've measured billions of interactions and trained hundreds of models to identify hits... 30B+ PROTEIN-MOLECULE INTERACTIONS MEASURED... 6.7M ML-DESIGNED MOLECULES MADE AND TESTED... Over 700 protein targets screened against millions of molecules""}","[{""metric"": ""Protein-molecule interactions measured"", ""value"": ""30B+"", ""sourceQuote"": ""30B+ PROTEIN-MOLECULE INTERACTIONS MEASURED""}, {""metric"": ""ML-designed molecules made and tested"", ""value"": ""6.7M"", ""sourceQuote"": ""6.7M ML-DESIGNED MOLECULES MADE AND TESTED""}, {""metric"": ""Protein targets screened"", ""value"": ""700+"", ""sourceQuote"": ""Over 700 protein targets screened against millions of molecules at a capacity of 96 per week""}]",,"[""https://www.leash.bio"", ""https://www.leash.bio/about"", ""https://www.leash.bio/team""]","[""differentiationClaim"", ""founders[0]""]"
profile,http://www.linkedin.com/company/leewayhq,Leeway,"1920 Blaine Avenue, Salt Lake City, UT",Leeway is a modern benefits administration platform that empowers health insurance brokers and businesses to provide Individual Coverage Health Reimbursement Arrangements (ICHRA) using state-of-the-art technologies.,www.leewayhq.com,Seed ,2-10,B2B Software,2022,https://html.duckduckgo.com/html/?q=%22Leeway%22+founded+year+www.leewayhq.com,https://cdn.prod.website-files.com/65264924fda97dd94c9c03ef/652e4e0b39e53cfb4d1d7286_og-image.png,og:image,"Leeway is a platform that helps employers and brokers offer individual health coverage through ICHRAs (Individual Coverage Health Reimbursement Arrangements) at lower costs than traditional group plans, automating plan selection, enrollment, expense approval, and compliance.",B2B benefits/HR tech for ICHRA administration,smb,contact-sales,,,,,"{""claim"": ""Purpose-built ICHRA platform that reduces health insurance costs by up to 50% versus group plans while automating compliance, plan personalization, and expense management at scale."", ""sourceQuote"": ""Spend Less for Superior Health Insurance. Choose ICHRA. High-Quality Benefits for up to 50% Less Than Group Plans.""}",,"[""ADP"", ""Trinet"", ""Rippling"", ""Gusto"", ""United Healthcare"", ""Anthem"", ""Aetna"", ""Blue Cross Blue Shield"", ""Oscar"", ""HCSC""]","[""https://www.leewayhq.com"", ""https://www.leewayhq.com/about"", ""https://www.leewayhq.com/about-us"", ""https://www.leewayhq.com/company"", ""https://www.leewayhq.com/team"", ""https://www.leewayhq.com/our-team"", ""https://www.leewayhq.com/careers"", ""https://www.leewayhq.com/jobs"", ""https://www.leewayhq.com/pricing"", ""https://www.leewayhq.com/customers"", ""https://www.leewayhq.com/case-studies""]",[]
profile,http://www.linkedin.com/company/literalapp,Literal ,"1555 Freedom Boulevard, Provo, UT","1555 Freedom Boulevard, Provo, UT",www.literalapp.com,Series A ,2-10,B2B Software,2018,https://html.duckduckgo.com/html/?q=www.literalapp.com+founded+year,https://www.literalapp.com/static/app-assets/images/ico/apple-touch-icon.555af2b2de3c.png,apple-touch-icon,Digital reading platform for K-12 schools that provides access to curated book collections with teacher tools for classroom assignments and student reading engagement.,Vertical SaaS for K-12 education / digital reading platform,education,contact-sales,,,,,,,,"[""https://www.literalapp.com"", ""https://www.literalapp.com/about"", ""https://www.literalapp.com/about-us"", ""https://www.literalapp.com/company"", ""https://www.literalapp.com/team"", ""https://www.literalapp.com/our-team"", ""https://www.literalapp.com/careers"", ""https://www.literalapp.com/jobs"", ""https://www.literalapp.com/pricing"", ""https://www.literalapp.com/customers"", ""https://www.literalapp.com/case-studies""]",[]
profile,http://www.linkedin.com/company/looloo-us,LooLoo,"12101 State Street, Draper, UT",Manufacturer of automatic toilet freshener intended to eliminate toilet odors with a mist of natural essential oils and other simple ingredients. ,www.getlooloo.com,Seed ,2-10,Consumer,2017,https://html.duckduckgo.com/html/?q=looloo-us+founded+year,http://getlooloo.com/cdn/shop/files/LooLoo_Summer231483_4.webp?v=1696369257,og:image,"Consumers buy LooLoo, a sensor-activated toilet spray device that automatically dispenses essential oil mist to block bathroom odors, solving the problem of embarrassing toilet smells without manual spraying.",Consumer hardware for bathroom home goods,consumer,transactional,,,,,"{""claim"": ""Touchless, automatic toilet odor elimination via sensor-triggered essential oil spray with built-in nightlight, eliminating the need to manually spray or touch grimy bottles."", ""sourceQuote"": ""Automatic: SET & FORGET - No need to remember to spray • Touchless & Hygienic: No touching grimy spray bottles, easy to clean • Instant Odor Blocking: Advanced fragrances eliminate odor""}",,,"[""https://www.getlooloo.com"", ""https://www.getlooloo.com/about"", ""https://www.getlooloo.com/about-us"", ""https://www.getlooloo.com/company"", ""https://www.getlooloo.com/team"", ""https://www.getlooloo.com/our-team"", ""https://www.getlooloo.com/careers"", ""https://www.getlooloo.com/jobs"", ""https://www.getlooloo.com/pricing"", ""https://www.getlooloo.com/customers"", ""https://www.getlooloo.com/case-studies""]",[]
profile,http://www.linkedin.com/company/massetai,Masset,"815 South East Mountain Circle, Alpine, UT",Turn your B2B content into revenue. ,www.getmasset.com,Seed ,2-10,B2B Software,2022,https://html.duckduckgo.com/html/?q=www.getmasset.com+founded+year,https://www.getmasset.com/api/og,og:image,"Sales enablement and content management platform that connects reps, partners, and AI tools with centralized content, offering real-time engagement analytics and revenue attribution for GTM teams.",B2B SaaS sales enablement and digital asset management platform,mid-market,subscription,,"[""Awardco"", ""Vasion"", ""JobNimbus"", ""Nexio"", ""Dental Intelligence"", ""LegalPeople"", ""Luminous"", ""Planet DDS""]",,,"{""claim"": ""First enablement platform built for every reader—human or AI. Uses Model Context Protocol (MCP) integration to embed Masset directly into AI tools like Claude and ChatGPT, allowing sales teams to query content, analytics, and revenue attribution natively within AI conversations."", ""sourceQuote"": ""Your reps, buyers, partners, and AI tools all need the same story. Masset is the first enablement platform built for every reader - human or AI.""}",,"[""Claude"", ""ChatGPT"", ""Cursor"", ""HubSpot""]","[""https://www.getmasset.com"", ""https://www.getmasset.com/about"", ""https://www.getmasset.com/pricing""]",[]
profile,http://www.linkedin.com/company/mindsmith1,Mindsmith,"800 West University Parkway, Orem, UT",Mindsmith is an eLearning authoring tool that uses generative AI to turn the eLearning development process from hundreds of hours to minutes.,www.mindsmith.ai,Seed ,2-10,B2B Software,2022,https://html.duckduckgo.com/html/?q=%22Mindsmith%22+founded+year+www.mindsmith.ai,https://www.mindsmith.ai/en/opengraph-image?96012b4a191b2870,og:image,AI-powered eLearning authoring platform that helps instructional designers create interactive courses from documents up to 12x faster than traditional tools.,Vertical SaaS for eLearning design and course authoring,enterprise,subscription,,"[""Infosys"", ""Siemens"", ""Cognizant"", ""Laing O'Rourke"", ""Transocean"", ""McKesson"", ""Amer Sports"", ""UNESCO"", ""Allianz"", ""Global Payments""]",,,"{""claim"": ""AI-native authoring with interactive storyboards that guides content generation while maintaining full customization control; offers 20+ interactive elements and claims 12x faster creation speed versus competitors like EasyGenerator."", ""sourceQuote"": ""Create eLearning up to 12x faster""}","[{""metric"": ""eLearning Designers"", ""value"": ""16,000+"", ""sourceQuote"": ""Join 16,000+ eLearning Designers""}]","[""SCORM"", ""LTI""]","[""https://www.mindsmith.ai""]","[""differentiationClaim""]"
profile,http://www.linkedin.com/company/nanospot-ai,NanoSpot.ai,"630 South Komas Drive, Salt Lake City, UT","NanoSpot.ai leverages an innovative agglutination-based approach paried with an artificial intelligence-driven mobile application to deliver rapid (<3min STA), accurate, and quantitative results to the point of care.",www.nanospot.ai,Seed ,2-10,Bio/Medical Tech,2022,https://html.duckduckgo.com/html/?q=nanospot-ai+founded+year,https://icons.duckduckgo.com/ip3/nanospot.ai.ico,ddg-favicon,<UNKNOWN>,<UNKNOWN>,,,,,,,,,,"[""https://www.nanospot.ai""]",[]
profile,http://www.linkedin.com/company/nodal-power,Nodal Power,"250 E 200 S, Salt Lake City UT 84111",Nodal Power produces renewable energy using landfill biogas. We give this otherwise underutilized gas a beneficial use by setting up renewable electricity power plants.,www.nodalpower.com,Seed ,2-10,Energy,2021,https://html.duckduckgo.com/html/?q=%22Nodal+Power%22+founded+year+www.nodalpower.com,https://icons.duckduckgo.com/ip3/nodalpower.com.ico,ddg-favicon,,,,,,,,,,,,[],[]
