id,Title,description,Communities,Industries,Locations,Topics,link,email
2702,Carbon County Economic Development,"The Carbon County Economic Development Department in Utah is dedicated to enhancing the local economy by fostering a business-friendly environment for both existing and new enterprises. They engage in collaborative efforts to promote regional alignment, business development and expansion, workforce development, affordable housing, and tourism. The department also administers programs like the Rural County Grant to support business recruitment, infrastructure improvements, and workforce training.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Carbon|Emery|Grand|San Juan,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.carbon.utah.gov/department/economic-development/,cced@carbon.utah.gov
2703,Southeastern Utah Association of Local Governments - Economic Development,"The Southeastern Utah Association of Local Governments (SEUALG) serves Carbon, Emery, Grand, and San Juan counties, focusing on economic development, community planning, and human services to enhance regional prosperity. Through initiatives like the Comprehensive Economic Development Strategy (CEDS) and the Revolving Loan Fund (RLF), SEUALG supports job creation, infrastructure improvements, and business growth. Additionally, the organization offers programs in housing rehabilitation, transportation planning, food security, and weatherization to improve residents' quality of life.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Carbon|Emery|Grand|San Juan,Entrepreneurship Communities|Funding|Late Stage Growth,https://seualg.utah.gov/index.php/economic-development/,ggamber@seualg.utah.gov
2705,St George Area Chamber of Commerce,"The St. George Area Chamber of Commerce serves as a vital resource for businesses in the region, offering advocacy, networking, and training opportunities to its members. With a focus on fostering economic growth, the chamber supports over 1,000 businesses and nonprofits, aiming to create a thriving local economy and prosperous community. Through collaborations with government leaders and economic partners, it helps reduce barriers to business success and encourages innovation and free-market competition.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Washington,Entrepreneurship Communities|Funding|Late Stage Growth,https://stgeorgechamber.com/,
2706,UZONA - Hildale Chamber of Commerce,"The UZONA Chamber of Commerce supports the economic development and community growth of Southern Utah and Northern Arizona, spanning areas like Apple Valley, Hildale, and the Kaibab Paiute Reservation. It fosters local businesses through networking events, visitor guides, and community initiatives, highlighting regional attractions and amenities. The chamber actively engages in creating opportunities for collaboration and promoting the area's unique culture and commerce.",Multicultural,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Kane|Washington,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.uzonachamber.org/,admin@uzonachamber.org
2707,Washington Area Chamber of Commerce,The Washington Area Chamber of Commerce is dedicated to supporting and growing businesses in the greater Washington Area and connecting businesses with the Community and Government. They strive to foster a successful economy by promoting the area as an attractive travel and shopping destination.,,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Washington,Entrepreneurship Communities|Funding|Late Stage Growth,https://washingtonutchamber.com/,hello@washareachamber.com
2708,"BIG Chamber (Beaver, Iron, Garfield)","The BIG Chamber of Commerce supports businesses and communities in Beaver, Iron, and Garfield Counties, Utah. It provides members with resources like networking opportunities, advocacy, training, and marketing tools to foster business growth and community prosperity. By promoting collaboration and regional economic development, the chamber aims to create a healthy and thriving environment for local businesses.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Garfield|Iron,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.bigchamber.org/,office@bigchamber.org
2709,Cedar City Area Chamber of Commerce,"The Cedar City Chamber of Commerce serves as a resource for businesses and the community in Cedar City, Utah, providing support for economic development, business networking, and local events. It offers initiatives such as luncheons, expos, and an awards gala to foster engagement and celebrate regional success. The chamber also acts as a hub for information, helping businesses and residents access services and connect with opportunities in Iron County and beyond",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Iron,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.cedarcitychamber.org/,mrc@cedarcitychamber.org
2710,Heber Valley Chamber of Commerce,"The Heber Valley Chamber of Commerce is dedicated to uniting, connecting, and promoting the diverse businesses and organizations that enrich Wasatch County. It provides members with opportunities for strategic networking, tailored promotional services, and impactful advocacy to foster economic growth. The Chamber actively supports a thriving business ecosystem through exclusive programs and benefits while encouraging collaboration to build a prosperous future for the community.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Wasatch,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.gohebervalley.com/chamber/,
2711,Park City Chamber of Commerce,"The Park City Chamber of Commerce & Visitors Bureau embodies the spirit of ""Mountainkind,"" a philosophy that highlights the stewardship and community values cherished in the mountains of Park City. It promotes a culture of neighborly support, trail maintenance, volunteerism, and hospitality toward visitors, reflecting the collaborative ethos of its over 1,000 local business partners. The Chamber provides resources such as business services, employee benefits, networking opportunities, and policy advocacy, while encouraging engagement in community life through outdoor activities, volunteering, and cultural appreciation.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Summit,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.parkcitychamber.com/,
2712,Moab Chamber of Commerce,"The Moab Area Chamber of Commerce serves as a hub for business support and community development in the Moab region. It offers resources such as business coaching, training programs, networking opportunities, and advocacy to help local businesses thrive while fostering a vibrant community environment.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Grand,Entrepreneurship Communities|Funding|Late Stage Growth,https://moabchamber.com/,info@moabchamber.com
2713,San Juan County Chamber of Commerce,"The San Juan County Chamber of Commerce supports businesses in Southeastern Utah through advocacy, networking, and community-focused initiatives. It provides resources to local enterprises, hosts events like the ""Best of San Juan Awards,"" and promotes regional growth by connecting businesses and residents to opportunities for collaboration and development​",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,San Juan,Entrepreneurship Communities|Funding|Late Stage Growth,https://sanjuancountychamber.com/,
2714,Carbon County Chamber of Commerce,"The Carbon County Chamber of Commerce is dedicated to fostering economic growth and community development in Carbon County, Utah. It serves businesses of all sizes through initiatives like networking events, promotional opportunities, and advocacy at the local, state, and federal levels, working closely with local cities and the county’s economic development department. Members benefit from resources such as a business directory, training programs, and events like luncheons and award ceremonies, all aimed at enhancing business visibility and community engagement.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Carbon,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.carboncountychamber.net/,ccc@carboncountychamber.net
2715,Richfield Chamber of Commerce,"The Richfield Area Chamber of Commerce serves as a central hub for businesses in Sevier County, Utah, focusing on fostering a thriving local economy through networking, advocacy, and community events. The Chamber provides resources for business growth, hosts events like the annual dinner and holiday parades, and recognizes local excellence.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Sevier,Entrepreneurship Communities|Funding|Late Stage Growth,https://richfieldareachamber.com/,richfieldut.areachamber@outlook.com
2716,Sanpete Chamber of Commerce,"The Sanpete County Chamber of Commerce supports local businesses by offering networking opportunities, advocacy, and resources to help them thrive in the community. It focuses on enhancing visibility, fostering community connections, and providing educational events and industry insights to empower businesses and contribute to the region's economic growth​.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Sanpete,Entrepreneurship Communities|Funding|Late Stage Growth,https://sanpetechamberofcommerce.org/,info@sanpetechamberofcommerce.org
2717,Delta Area Chamber of Commerce,"The Delta Area Chamber of Commerce (DACC) is dedicated to promoting the economic, civic, and cultural prosperity of Delta, Utah, and its surrounding areas. It offers a variety of services, such as business marketing assistance, networking opportunities, and community-focused events like the Snow Goose Festival, fostering a vibrant and collaborative environment for local businesses and residents to thrive.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Millard,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.deltautahchamber.com/,deltautahchamber@gmail.com
2718,Salina Chamber,"The Salina Area Chamber of Commerce is a vital nonprofit organization representing over 1,200 local businesses and professionals working together to enhance the community's economy and quality of life. With a mission to advocate for its members' prosperity, the Chamber plays a key role in supporting economic development, promoting local businesses, and fostering community engagement.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Sevier,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.salina.utah.gov/,
2719,Greater Nephi Chamber of Commerce,"The Greater Nephi Chamber of Commerce serves to unite local businesses in the community for the purposes of innovation, advocacy, and education. It focuses on promoting economic growth, supporting small businesses, and fostering collaboration between businesses, community leaders, and educational institutions.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Juab,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.nephichamber.org/,nephichamber@gmail.com
2720,Flaming Gorge Chamber of Commerce,"The Flaming Gorge Chamber of Commerce promotes tourism and economic development in Daggett County, Utah. It serves as the regional marketing organization, sponsoring and executing various year-round events to enhance community growth and address local business issues. Membership benefits include business listings on their website and in the Flaming Gorge Adventure Guide, increasing visibility to thousands of potential visitors.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Daggett,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.flaminggorgecountry.com/Chamber-of-Commerce/,
2721,Vernal Area Chamber of Commerce,"The Vernal Area Chamber of Commerce serves as a central hub for businesses in Vernal, Utah, offering a variety of resources and networking opportunities. Through membership, businesses gain access to promotional services, advocacy, and community engagement activities that contribute to a thriving local economy.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Uintah,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.vernalchamber.com/,
2722,San Juan County Economic Development,"The San Juan County Economic Development Department in Utah focuses on fostering economic growth by supporting local businesses, attracting new industries, and enhancing the quality of life for residents. They collaborate with various partners to provide resources, training, and programs aimed at business expansion, workforce development, and infrastructure improvement. The department also promotes the county's abundant recreational opportunities and cultural heritage to boost tourism and community engagement.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Carbon|Emery|Grand|San Juan,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.sjcutaheconomicdevelopment.com/,thansen@sanjuancounty.org
2723,Emery County Economic Development,"The Emery County Economic Development Department in Utah offers various programs to support local businesses and attract new enterprises to the area. They assist companies in applying for Fast Track Grants, provide tax incentives to promote growth, and collaborate with the Small Business Development Center to offer one-on-one management consulting. Additionally, the department utilizes the Business Expansion and Retention (BEAR) program to analyze customer data, enabling strategic decisions that enhance economic, workforce, and community development on a company-by-company basis",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Carbon|Emery|Grand|San Juan,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.emerycountychamber.com/emery-economic-development.html,jordanl@emery.utah.gov
2725,Davis Chamber of Commerce,"Since its formation, the Davis Chamber of Commerce has continued to serve as a vital representative for the business community in Davis County. It acts as the collective voice and advocate for businesses of all sizes in the region, which is essential for ensuring the interests and concerns of local businesses are effectively communicated and addressed.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Davis,Entrepreneurship Communities|Funding|Late Stage Growth,https://davischamberofcommerce.com/,info@davischamberofcommerce.com
2726,Ogden-Weber Chamber of Commerce,"The Ogden-Weber Chamber of Commerce is a dynamic organization supporting businesses in Weber County through networking, professional development, and advocacy. Hosting over 100 events annually, including luncheons, workshops, and community celebrations, it provides a robust platform for local business growth and community engagement",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Weber,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.ogdenweberchamber.com/,info@ogdenweberchamber.com
2727,Sevier County Economic Development,"The Sevier County Economic Development Council (SCEDC) facilitates business growth and relocation in Sevier County, Tennessee, by connecting businesses with city planners and providing essential resources. They offer information on industrial parks, planning and permitting processes, and demographic data to assist businesses in making informed decisions. SCEDC also collaborates with educational institutions to support workforce development through programs like the Sevierville Hospitality Internship Program and S.E.V.I.E.R. Ready.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Juab|Millard|Piute|Sanpete|Sevier|Wayne,Entrepreneurship Communities|Funding|Late Stage Growth,https://scedc.com/,allennewton@hotmail.com
2728,Juab County Economic Development,"Juab County, established in 1852, is located in western Utah with Nephi as its county seat. The county's official website provides residents and visitors with information on government services, departments, and community resources, including property searches, tax payments, and public meeting agendas. The site also offers updates on county news, events, and access to various applications and permits.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Juab|Millard|Piute|Sanpete|Sevier|Wayne,Entrepreneurship Communities|Funding|Late Stage Growth,https://juabcounty.gov/,
2729,Morgan Chamber of Commerce,"The Morgan Utah Chamber of Commerce is dedicated to supporting local businesses by providing resources, networking opportunities, and advocacy for growth and success. With a strong focus on community engagement and economic development, the Chamber encourages local partnerships and offers events such as the Hometown Christmas and Tree Festival, aimed at bringing people together while benefiting local families in need.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Morgan,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.morganutahchamber.org/,info@morganutahchamber.org
2730,R6 Regional Council,"The R6 Regional Council, formerly known as the Six County Association of Governments, serves Juab, Millard, Piute, Sanpete, Sevier, and Wayne counties in Utah. It aims to improve local government coordination through programs in community development, economic planning, housing assistance, and aging services. The council facilitates regional collaboration to address shared challenges and promote sustainable growth.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Juab|Millard|Piute|Sanpete|Sevier|Wayne,Entrepreneurship Communities|Funding|Late Stage Growth,https://r6.utah.gov/,abbyivory@r6.utah.gov
2731,Utah League of Cities & Towns (ULCT),"The Utah League of Cities and Towns (ULCT), established in 1907, is a non-partisan, inter-local government cooperative representing 248 municipalities across Utah. ULCT advocates for municipal interests at state and federal levels, providing information, training, and technical assistance to local officials on various municipal issues. The organization aims to strengthen the quality of local governance and administration throughout Utah's cities and towns.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.ulct.org/,info@ulct.org
2732,Utah Association of Counties (UAC),"The Utah Association of Counties (UAC), established in 1924, is a voluntary, statewide organization representing all 29 counties in Utah. UAC provides services to county governments and officials, including training, legislative advocacy, and legal assistance, to enhance the quality of services for residents. The association serves as a unified voice for county governments, ensuring their interests are represented at both state and federal levels.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.uacnet.org/,admin@uacnet.org
2733,Five County Association of Governments,"The Five County Association of Governments (FCAOG) serves Beaver, Garfield, Iron, Kane, and Washington counties in southwestern Utah, coordinating resources and programs to improve regional planning, community development, and public services. It offers a range of assistance, including housing programs, economic development initiatives, and social services, aiming to enhance self-sufficiency and address community needs effectively.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Garfield|Iron|Kane|Washington,Entrepreneurship Communities|Funding|Late Stage Growth,http://www.fivecounty.utah.gov/,
2734,Summit County Economic Development,"The Summit County Economic Development Department in Utah supports local businesses and attracts new enterprises to enhance the county's economic vitality. It offers resources for business expansion, workforce development, and community planning, aiming to create a sustainable and high-performance economy. The department collaborates with public and private partners to provide programs and services that foster entrepreneurship and job creation within the region.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Summit|Utah|Wasatch,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.summitcountyutah.gov/609/Economic-Development,jjones@summitcountyutah.gov
2735,Heber Valley Economic Development,"Heber Valley's Economic Development Office in Utah fosters sustainable growth by supporting local businesses, attracting new enterprises, and enhancing residents' quality of life. The office provides resources such as economic incentives, strategic planning, and community engagement initiatives to promote a vibrant economy.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Summit|Utah|Wasatch,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.gohebervalley.com/Economic-Development/,info@gohebervalley.com
2736,SoUtah Economic Alliance,"The SoUtah Economic Alliance promotes economic development in Washington County, Utah, by highlighting the region's business-friendly environment, diverse economy, and high quality of life. The alliance provides information on regional job growth, median household income, and population statistics to attract businesses and investors. Additionally, it organizes events like the ""What's Up Down South"" Economic Summit to inform and engage the business community.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Washington,Entrepreneurship Communities|Funding|Late Stage Growth,https://soutah.org/,
2737,Heber City Community Alliance for Main Street,"The Community Alliance for Main Street (CAMS) is a grassroots volunteer organization dedicated to revitalizing and enhancing Heber City's Main Street. CAMS focuses on advocacy, public art installations, and fundraising events to foster a vibrant downtown that reflects the community's unique charm and history. By collaborating with local businesses, property owners, and residents, CAMS aims to transform Main Street into a bustling, pedestrian-friendly destination that serves as the economic and social hub of Heber City.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Summit|Utah|Wasatch,Entrepreneurship Communities|Funding|Late Stage Growth,https://hebercity-cams.org/,info@hebervalleychamber.com
2738,Washington City Economic Development,"Washington City's Economic Development Division is focused on fostering business growth, supporting entrepreneurs, and promoting a vibrant local economy. The department provides resources for site selection, business incentives, and connections to community partners, making it a hub for business expansion in southern Utah.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Washington,Entrepreneurship Communities|Funding|Late Stage Growth,https://washingtoncity.org/development/economicdevelopment,rhughes@washingtoncity.org
2739,St. George City Economic Development,"The Economic Development Department of St. George, Utah, is focused on fostering growth through projects like Tech Ridge, a mixed-use development transforming the former airport site into a hub for tech companies, retail spaces, and recreation. With initiatives to diversify the economy, attract high-paying jobs, and improve community amenities, the city aims to establish itself as a competitive and vibrant center for innovation and lifestyle enhancement",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Garfield|Iron|Kane|Washington,Entrepreneurship Communities|Funding|Late Stage Growth,https://sgcityutah.gov/departments/economic_development/index.php,
2740,Iron County Economic Development,"Cedar City’s Economic Development Office focuses on fostering business growth, attracting high-quality companies, and enhancing the region's economic environment. It leverages the area's strategic location, strong infrastructure, and collaborative community to support new and expanding businesses while promoting tourism and quality of life improvements​",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Garfield|Iron|Kane|Washington,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.cedarcityut.gov/2357/Economic-Development,
2748,Utah Digital Entertainment Network,"The Utah Digital Entertainment Network (UDEN) is a nonprofit, voluntary trade group dedicated to uniting and promoting Utah's digital entertainment industry, encompassing film, gaming, education, and technology sectors. Founded and operated by local industry professionals, UDEN aims to foster a collaborative community by connecting creators, facilitating networking opportunities, and serving as a collective voice to drive economic growth and innovation within the state's digital entertainment landscape.",,Arts and Entertainment and Recreation|Other,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities|Funding|Other|Start a Business,https://utahden.org/,info@utahden.org
2801,Uintah Basin Economic Development District,"The UBEDD actively seeks to build sustainable communities, which includes diversifying the economy and enhancing small businesses and entrepreneurship.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Software and Information Technology,Daggett|Duchesne|Uintah,Close or Exit a Business|Entrepreneurship Communities|Funding,https://www.ubaog.org/economic-development-district,
2886,Utah Muslim Civic League (UMCL),"The Utah Muslim Civic League (UMCL) is a nonprofit organization dedicated to educating and empowering Utah's Muslim community to engage in civic and charitable activities. UMCL represents over 60,000 Muslims from 120 nationalities in Utah, with an active voter base exceeding 15,000. Their initiatives include voter education, leadership development, advocacy, and community resource programs, aiming to amplify Muslim voices and foster inclusive civic participation.",Multicultural,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities|Funding|Marketing and Sales|Start a Business,https://www.utahmcl.com/,info@utahmcl.com
2887,Utah Asian Chamber of Commerce (UACC),"The Utah Asian Chamber of Commerce (UACC) is a registered 501(c)(6) nonprofit organization dedicated to promoting the social and economic interests of Asian professionals and businesses in Utah. UACC offers its members access to exclusive events, business mentorship, and various resources aimed at fostering successful entrepreneurship and professional development. The Chamber organizes events such as the Annual Scholarship & Awards Gala and the Access Asia program to support local Asian communities and businesses.",Multicultural,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities|Funding|Marketing and Sales|Start a Business,https://utahasianchamber.org/,infouacc@gmail.com
2891,Utah Chinese Association,"The Utah Chinese Association (UCA) is a 501(c)(3) nonprofit organization established in 2016, dedicated to uniting Utah communities through cultural engagement, historical education, and social services. As the parent organization of the Chinese Folk Art Festival, Utah Chinese History Museum, and Utah Asian Alliance, UCA organizes events and programs that celebrate Chinese heritage and promote cultural exchange.",Multicultural,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities|Funding|Marketing and Sales|Start a Business,https://www.utahchineseassociation.org/,utahchinese2021@gmail.com
2892,Pacific Island Chamber of Commerce (PICC),"The Pacific Island Chamber of Commerce (PICC), a program of Pacific Island Knowledge 2 Action Resources (PIK2AR), is dedicated to fostering economic growth and development within Utah's Pacific Islander community. PICC serves as an educational and resource hub for business owners and entrepreneurs, offering culturally relevant business training, mentorship, and networking opportunities. With chapters in Salt Lake County and Utah County, PICC emphasizes mutual support and connection to help Pacific Islander businesses thrive.",Multicultural,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities|Funding|Marketing and Sales|Start a Business,https://www.pik2ar.org/picc,chamber@pik2ar.org
